"seed","CV_Accuracy","Accuracy"
37596,0.768493760645469,0.768125268125268
12345,0.757531911639122,0.780566280566281
95824,0.789434429213401,0.789146289146289
56932,0.751793984585948,0.755040755040755
10514,0.789392222795935,0.773702273702274
20095,0.791274665165266,0.772200772200772
23420,0.753311636028497,0.762548262548263
20515,0.778275550374687,0.775632775632776
31925,0.765204278838659,0.77048477048477
29392,0.793318526895434,0.789360789360789
