"seed","CV_Accuracy","Accuracy"
37596,0.783874781250861,0.76962676962677
12345,0.766343349679812,0.77048477048477
95824,0.750592399885513,0.768339768339768
56932,0.753263816496073,0.778421278421278
10514,0.75870606711777,0.764907764907765
20095,0.791569963491073,0.808451308451308
23420,0.768750961545742,0.754611754611755
20515,0.794482048434358,0.795152295152295
31925,0.735752370762881,0.732303732303732
29392,0.782496138794693,0.751823251823252
