"seed","CV_Accuracy","Accuracy"
37596,0.759864833048273,0.735735735735736
12345,0.728278085633512,0.746460746460746
95824,0.7681712789728,0.775632775632776
56932,0.763801570466985,0.77949377949378
10514,0.778200576832827,0.748605748605749
20095,0.747235352592849,0.740669240669241
23420,0.772574552719127,0.751608751608752
20515,0.778859705019112,0.792363792363792
31925,0.723874531232156,0.745388245388245
29392,0.749733781134892,0.745602745602746
