"seed","CV_Accuracy","Accuracy"
37596,0.787380822698134,0.765980265980266
12345,0.756330565450918,0.756971256971257
95824,0.759655606281088,0.745173745173745
56932,0.757473173779971,0.75997425997426
10514,0.769822679965742,0.796224796224796
20095,0.776016593162715,0.744959244959245
23420,0.768000112123281,0.751179751179751
20515,0.767635759787468,0.756113256113256
31925,0.75240955968409,0.762977262977263
29392,0.741094270885195,0.748391248391248
