"seed","CV_Accuracy","Accuracy"
37596,0.789778269364263,0.795366795366795
12345,0.801984187395378,0.821750321750322
95824,0.820641815006391,0.805662805662806
56932,0.763297279496115,0.761690261690262
10514,0.800734779714658,0.797082797082797
20095,0.786501835696994,0.787001287001287
23420,0.778270151622574,0.765980265980266
20515,0.76014341751762,0.765336765336765
31925,0.76391228129942,0.764049764049764
29392,0.747213898327877,0.77048477048477
